1;arms_factory;2883.00;10.55;1112.00;2.78;0
1;arms_factory;2880.00;10.45;1092.00;5.44;0
1;arms_factory;2889.00;10.53;1088.00;2.17;0
1;arms_factory;2866.00;10.30;1103.00;4.84;0
1;arms_factory;2869.00;10.07;1091.00;1.23;0
1;arms_factory;2880.00;10.65;1104.00;2.78;0
1;industrial_complex;2888.00;10.70;1100.00;0.62;0
1;industrial_complex;2889.00;10.40;1080.00;1.83;0
1;industrial_complex;2878.00;10.57;1110.00;5.95;0
1;industrial_complex;2885.00;10.65;1097.00;2.68;0
1;industrial_complex;2877.00;10.15;1084.00;3.90;0
1;industrial_complex;2870.00;10.50;1107.00;1.73;0
1;air_base;2874.00;10.15;1096.00;4.40;0
1;naval_base;2861.00;9.50;1090.00;-0.79;9876
1;bunker;2887.00;10.75;1105.00;2.34;0
1;bunker;2893.00;10.53;1086.00;0.18;0
1;bunker;2878.00;10.20;1084.00;1.39;0
1;bunker;2874.00;10.57;1105.00;4.40;0
1;bunker;2885.00;10.70;1109.00;0.79;0
1;bunker;2876.00;10.20;1095.00;4.91;0
1;bunker;2884.00;10.60;1092.00;0.18;0
1;bunker;2863.00;10.07;1095.00;2.85;0
1;coastal_bunker;2864.00;9.50;1086.00;-0.79;0
1;dockyard;2862.00;9.50;1088.00;-0.79;0
1;anti_air_building;2866.00;10.30;1103.00;4.91;0
1;anti_air_building;2863.00;9.98;1090.00;1.29;0
1;anti_air_building;2873.00;10.13;1087.00;3.96;0
1;synthetic_refinery;2889.00;10.65;1100.00;0.34;0
1;fuel_silo;2866.00;10.10;1099.00;3.36;0
1;radar_station;2879.00;10.50;1099.00;0.82;0
1;rocket_site;2879.00;10.43;1091.00;2.41;0
1;nuclear_reactor;2890.00;10.53;1089.00;0.25;0
2;arms_factory;2913.00;10.25;1085.00;2.17;0
2;arms_factory;2897.00;10.50;1090.00;4.84;0
2;arms_factory;2897.00;10.50;1097.00;1.23;0
2;arms_factory;2910.00;10.00;1102.00;2.78;0
2;arms_factory;2899.00;10.40;1112.00;0.62;0
2;arms_factory;2901.00;10.43;1087.00;1.83;0
2;industrial_complex;2893.00;10.53;1110.00;5.95;0
2;industrial_complex;2900.00;10.43;1102.00;2.68;0
2;industrial_complex;2903.00;10.35;1110.00;3.90;0
2;industrial_complex;2910.00;10.13;1117.00;1.73;0
