0;0;0;0;land;false;unknown;0
1;209;71;228;land;false;plains;1
2;67;243;191;land;false;jungle;1
3;220;234;190;land;false;forest;1
4;141;223;241;land;false;plains;1
5;200;217;153;land;false;jungle;1
6;241;130;133;land;false;plains;1
7;57;212;232;land;false;desert;1
8;228;77;249;land;false;plains;1
9;214;91;237;land;false;plains;1
10;67;250;213;land;false;plains;1
11;245;72;199;land;false;jungle;1
12;29;238;236;land;false;plains;1
13;227;248;111;land;true;forest;1
14;232;137;248;land;false;forest;1
15;252;207;62;land;true;forest;1
16;238;114;198;land;false;mountain;1
17;174;151;196;land;false;forest;1
18;236;237;204;land;true;jungle;1
19;108;247;206;land;false;forest;1
20;210;67;245;land;false;mountain;1
21;204;114;239;land;false;plains;1
22;186;201;182;land;false;jungle;1
23;192;151;208;land;true;plains;1
24;252;204;83;land;false;plains;1
25;210;166;126;land;false;hills;1
26;184;160;246;land;true;forest;1
27;179;242;119;land;false;jungle;1
28;247;229;207;land;true;plains;1
29;225;237;195;land;true;jungle;1
30;155;183;237;land;true;jungle;1
31;100;240;163;land;false;plains;1
32;208;167;251;land;false;jungle;1
33;220;111;251;land;false;forest;1
34;165;215;225;land;false;jungle;1
35;237;196;104;land;true;plains;1
36;214;120;207;land;true;forest;1
37;56;241;212;land;false;plains;1
38;179;160;211;land;true;plains;1
39;253;123;167;land;false;plains;1
40;177;153;224;land;true;jungle;1
41;167;185;184;land;true;forest;1
42;245;192;168;land;false;plains;1
43;84;239;223;land;false;forest;1
44;235;147;238;land;false;plains;1
45;187;246;68;land;true;jungle;1
46;236;87;193;land;true;jungle;1
47;173;228;226;land;false;forest;1
48;234;150;147;land;true;plains;1
49;224;234;58;land;false;jungle;1
50;184;165;181;land;true;plains;1
51;228;224;215;land;false;plains;1
52;189;112;234;land;false;plains;1
53;93;213;226;land;true;forest;1
54;188;198;196;land;false;plains;1
55;218;141;219;land;true;hills;1
56;227;157;211;land;false;plains;1
57;241;181;198;land;true;plains;1
58;107;207;219;land;false;forest;1
59;173;213;223;land;false;plains;1
60;239;194;194;land;true;plains;1
61;236;174;202;land;true;jungle;1
62;219;154;211;land;false;plains;1
63;178;236;166;land;false;jungle;1
64;205;190;150;land;false;plains;1
65;245;87;225;land;true;jungle;1
66;175;136;253;land;true;forest;1
67;207;138;222;land;false;plains;1
68;118;172;212;land;false;jungle;1
69;162;248;209;land;false;forest;1
70;252;180;175;land;false;plains;1
71;123;232;196;land;true;plains;1
72;230;228;240;land;false;plains;1
73;136;169;242;land;false;plains;1
74;175;131;238;land;false;forest;1
75;161;226;178;land;false;plains;1
76;209;89;228;land;true;forest;1
77;227;147;132;land;false;plains;1
78;251;139;237;land;false;forest;1
79;160;224;183;land;false;forest;1
80;251;109;171;land;true;plains;1
81;254;216;119;land;false;forest;1
82;252;226;146;land;false;plains;1
83;216;214;98;land;false;forest;1
84;170;247;164;land;false;forest;1
85;201;247;171;land;false;plains;1
86;239;63;250;land;false;plains;1
87;229;124;170;land;false;forest;1
88;238;107;162;land;true;mountain;1
89;160;231;182;land;true;plains;1
90;234;128;142;land;false;jungle;1
91;198;155;226;land;false;plains;1
92;180;240;96;land;false;plains;1
93;239;190;186;land;true;plains;1
94;229;215;131;land;false;forest;1
95;198;222;224;land;false;hills;1
96;216;147;193;land;false;plains;1
97;252;125;198;land;true;hills;1
98;108;243;173;land;false;plains;1
99;224;30;253;land;false;plains;1
100;181;213;112;land;false;plains;1
101;225;249;90;land;false;jungle;1
102;241;212;176;land;false;plains;1
103;161;194;205;land;false;jungle;1
104;215;88;254;land;true;forest;1
105;88;242;193;land;false;forest;1
106;180;243;223;land;false;forest;1
107;247;156;161;land;false;plains;1
108;190;184;132;land;true;forest;1
109;199;164;223;land;false;jungle;1
110;211;218;86;land;false;plains;1
111;247;203;208;land;false;plains;1
112;139;245;142;land;false;jungle;1
113;85;247;192;land;true;urban;1
114;238;243;116;land;true;jungle;1
115;196;166;144;land;false;mountain;1
116;120;208;192;land;false;mountain;1
117;234;196;105;land;false;forest;1
118;216;45;246;land;false;plains;1
119;216;179;223;land;true;forest;1
120;137;221;238;land;true;forest;1
121;161;254;206;land;false;plains;1
122;136;233;152;land;false;forest;1
123;175;251;229;land;false;forest;1
124;227;118;230;land;true;forest;1
125;189;236;168;land;true;jungle;1
126;240;173;103;land;false;plains;1
127;190;200;187;land;false;plains;1
128;253;179;148;land;false;plains;1
129;172;245;222;land;false;plains;1
130;175;219;172;land;false;plains;1
131;128;246;158;land;false;plains;1
132;236;122;210;land;true;forest;1
133;220;106;178;land;true;plains;1
134;135;185;221;land;false;plains;1
135;241;246;58;land;true;jungle;1
136;227;249;143;land;false;plains;1
137;172;195;235;land;false;plains;1
138;249;212;220;land;false;plains;1
139;149;181;199;land;false;plains;1
140;234;155;195;land;false;plains;1
141;81;201;234;land;true;plains;1
142;248;155;198;land;false;mountain;1
143;85;217;204;land;false;forest;1
144;145;246;154;land;false;plains;1
145;196;210;134;land;false;forest;1
146;80;243;227;land;true;plains;1
147;202;230;181;land;false;plains;1
148;196;229;120;land;false;desert;1
149;197;237;230;land;false;jungle;1
150;170;231;218;land;false;jungle;1
151;187;213;148;land;true;forest;1
152;149;188;239;land;false;mountain;1
153;200;150;190;land;false;plains;1
154;230;228;137;land;true;forest;1
155;240;171;91;land;false;plains;1
156;204;143;233;land;false;forest;1
157;227;208;143;land;true;forest;1
158;204;135;235;land;false;plains;1
159;250;146;207;land;true;forest;1
160;214;190;187;land;false;jungle;1
161;239;234;156;land;false;jungle;1
162;253;185;102;land;false;plains;1
163;240;71;223;land;false;plains;1
164;196;227;193;land;false;plains;1
165;247;170;154;land;false;forest;1
166;83;250;230;land;true;plains;1
167;225;205;166;land;false;forest;1
168;252;95;176;land;true;jungle;1
169;216;248;161;land;true;plains;1
170;169;202;231;land;false;plains;1
171;234;254;180;land;false;mountain;1
172;249;162;146;land;true;forest;1
173;86;242;192;land;false;plains;1
174;141;207;161;land;false;jungle;1
175;177;245;197;land;true;plains;1
176;237;117;222;land;false;plains;1
177;221;166;237;land;false;plains;1
178;227;221;103;land;false;forest;1
179;113;247;179;land;true;jungle;1
180;210;158;201;land;false;plains;1
181;242;116;204;land;true;urban;1
182;217;193;216;land;true;plains;1
183;178;163;218;land;true;forest;1
184;171;235;192;land;false;plains;1
185;122;244;145;land;false;plains;1
186;241;200;153;land;false;mountain;1
187;227;245;225;land;true;forest;1
188;217;136;235;land;false;forest;1
189;227;242;94;land;false;plains;1
190;238;216;99;land;false;jungle;1
191;185;196;127;land;false;plains;1
192;51;209;248;land;true;plains;1
193;207;155;240;land;false;marsh;1
194;202;153;188;land;true;jungle;1
195;191;170;238;land;true;plains;1
196;206;232;94;land;true;forest;1
197;226;77;209;land;true;forest;1
198;206;196;149;land;true;plains;1
199;251;86;240;land;true;forest;1
200;241;64;240;land;false;forest;1
201;129;173;230;land;false;plains;1
202;246;167;128;land;true;forest;1
203;242;144;199;land;false;plains;1
204;215;93;228;land;false;plains;1
205;150;130;254;land;true;marsh;1
206;165;252;111;land;true;plains;1
207;148;222;171;land;false;mountain;1
208;236;193;113;land;false;forest;1
209;142;254;210;land;false;plains;1
210;134;242;253;land;true;jungle;1
211;228;221;217;land;true;forest;1
212;50;237;229;land;false;plains;1
213;248;238;30;land;true;jungle;1
214;109;195;253;land;false;forest;1
215;113;216;211;land;false;plains;1
216;181;84;241;land;false;plains;1
217;190;161;235;land;false;plains;1
218;195;250;135;land;false;plains;1
219;203;226;155;land;true;forest;1
220;227;158;140;land;false;mountain;1
221;221;234;157;land;true;plains;1
222;251;88;194;land;true;jungle;1
223;231;107;187;land;true;plains;1
224;151;229;148;land;false;mountain;1
225;210;220;168;land;false;plains;1
226;221;159;153;land;true;jungle;1
227;216;247;194;land;false;plains;1
228;243;107;171;land;true;urban;1
229;209;195;184;land;false;hills;1
230;239;209;127;land;true;jungle;1
231;226;213;212;land;true;plains;1
232;81;210;210;land;false;jungle;1
233;215;181;107;land;false;jungle;1
234;51;244;238;land;true;forest;1
235;223;127;166;land;false;forest;1
236;211;242;168;land;true;forest;1
237;61;204;244;land;false;plains;1
238;219;234;96;land;false;plains;1
239;254;82;205;land;false;plains;1
240;210;155;159;land;false;plains;1
241;245;180;106;land;false;plains;1
242;149;160;230;land;false;forest;1
243;248;233;214;land;false;mountain;1
244;210;121;191;land;false;plains;1
245;154;170;243;land;false;forest;1
246;177;232;178;land;true;plains;1
247;211;201;228;land;false;plains;1
248;83;236;220;land;false;hills;1
249;225;87;251;land;false;forest;1
250;242;203;133;land;false;jungle;1
251;222;203;125;land;false;forest;1
252;75;220;223;land;false;forest;1
253;183;127;251;land;false;jungle;1
254;192;124;216;land;true;plains;1
255;209;167;177;land;false;plains;1
256;207;233;90;land;false;plains;1
257;157;164;186;land;false;hills;1
258;80;215;219;land;false;plains;1
259;145;218;229;land;false;forest;1
260;237;208;68;land;false;desert;1
261;224;248;76;land;false;plains;1
262;138;231;136;land;true;plains;1
263;204;242;96;land;false;hills;1
264;26;251;247;land;true;forest;1
265;182;238;105;land;true;forest;1
266;225;169;172;land;false;plains;1
267;235;224;237;land;false;plains;1
268;248;253;5;land;false;forest;1
269;146;117;245;land;false;mountain;1
270;105;252;224;land;true;plains;1
271;73;234;228;land;true;plains;1
272;172;156;195;land;false;forest;1
273;190;103;254;land;false;plains;1
274;241;177;246;land;true;plains;1
275;214;210;180;land;false;marsh;1
276;111;227;166;land;false;plains;1
277;235;252;191;land;false;plains;1
278;227;142;195;land;false;hills;1
279;113;231;224;land;false;plains;1
280;163;149;248;land;false;plains;1
281;118;183;224;land;false;forest;1
282;198;220;209;land;false;desert;1
283;234;31;245;land;false;hills;1
284;232;67;240;land;false;forest;1
285;252;247;35;land;true;forest;1
286;61;252;211;land;false;plains;1
287;155;245;170;land;false;plains;1
288;158;243;217;land;false;mountain;1
289;182;143;238;land;true;forest;1
290;32;230;244;land;true;jungle;1
291;69;240;216;land;true;plains;1
292;215;200;215;land;true;forest;1
293;208;248;243;land;false;plains;1
294;145;235;201;land;false;plains;1
295;236;175;200;land;false;forest;1
296;253;197;179;land;false;forest;1
297;254;234;96;land;false;mountain;1
298;239;184;144;land;false;forest;1
299;252;166;139;land;true;forest;1
300;45;214;251;land;true;plains;1
301;117;198;237;land;true;jungle;1
302;164;199;171;land;false;plains;1
303;194;159;229;land;true;forest;1
304;205;221;195;land;true;forest;1
305;188;240;143;land;true;jungle;1
306;229;206;147;land;false;forest;1
307;181;201;204;land;true;plains;1
308;254;148;184;land;false;jungle;1
309;246;30;252;land;false;forest;1
310;235;114;212;land;false;plains;1
311;154;188;229;land;false;mountain;1
312;248;166;158;land;false;jungle;1
313;254;179;157;land;false;plains;1
314;187;195;225;land;true;plains;1
315;241;104;163;land;true;plains;1
316;162;184;238;land;false;plains;1
317;140;115;250;land;true;forest;1
318;249;136;144;land;false;mountain;1
319;236;248;150;land;false;forest;1
320;200;199;112;land;false;forest;1
321;111;238;219;land;false;plains;1
322;138;238;253;land;false;plains;1
323;239;229;179;land;false;plains;1
324;184;176;222;land;false;forest;1
325;240;80;239;land;true;urban;1
326;205;190;213;land;true;forest;1
327;208;153;145;land;false;plains;1
328;227;233;64;land;false;plains;1
329;148;250;152;land;true;jungle;1
330;193;140;224;land;false;forest;1
331;225;221;243;land;false;plains;1
332;90;202;236;land;false;forest;1
333;215;227;103;land;false;forest;1
334;139;148;226;land;false;forest;1
335;253;173;79;land;true;forest;1
336;189;244;140;land;true;plains;1
337;152;221;175;land;false;forest;1
338;235;138;203;land;false;plains;1
339;205;237;136;land;true;forest;1
340;201;207;120;land;false;forest;1
341;85;205;245;land;true;forest;1
342;198;115;248;land;false;forest;1
343;176;183;200;land;false;plains;1
344;119;249;250;land;false;plains;1
345;228;190;207;land;false;plains;1
346;181;120;246;land;false;mountain;1
347;254;39;243;land;false;plains;1
348;175;210;207;land;false;plains;1
349;225;184;101;land;false;mountain;1
350;42;252;252;land;true;plains;1
351;211;211;95;land;false;plains;1
352;182;221;239;land;false;plains;1
353;88;252;198;land;false;desert;1
354;231;227;211;land;false;mountain;1
355;203;253;153;land;false;plains;1
356;254;77;185;land;true;forest;1
357;207;179;125;land;false;jungle;1
358;172;165;239;land;true;plains;1
359;196;215;234;land;true;plains;1
360;158;207;147;land;false;jungle;1
361;133;248;183;land;false;desert;1
362;233;251;33;land;false;hills;1
363;57;195;252;land;false;plains;1
364;195;246;156;land;false;mountain;1
365;150;225;233;land;false;forest;1
366;121;180;211;land;false;plains;1
367;235;211;212;land;false;desert;1
368;219;251;38;land;false;forest;1
369;206;108;250;land;false;plains;1
370;239;232;252;land;false;forest;1
371;112;232;214;land;false;forest;1
372;231;209;98;land;true;plains;1
373;184;189;167;land;true;forest;1
374;195;166;209;land;true;forest;1
375;112;250;228;land;true;plains;1
376;234;113;195;land;true;jungle;1
377;250;193;221;land;true;plains;1
378;223;236;75;land;false;plains;1
379;180;157;192;land;true;forest;1
380;181;103;223;land;false;plains;1
381;240;223;102;land;true;plains;1
382;180;193;180;land;true;jungle;1
383;245;193;193;land;true;jungle;1
384;201;233;185;land;true;plains;1
385;96;201;218;land;false;hills;1
386;223;199;203;land;false;plains;1
387;249;178;192;land;false;jungle;1
388;248;200;68;land;true;forest;1
389;192;247;198;land;false;plains;1
390;133;170;239;land;false;plains;1
391;200;202;113;land;true;plains;1
392;129;223;215;land;true;plains;1
393;226;223;74;land;true;plains;1
394;199;249;72;land;true;forest;1
395;137;186;234;land;true;plains;1
396;249;176;118;land;false;jungle;1
397;253;173;113;land;false;jungle;1
398;189;162;179;land;true;forest;1
399;253;188;140;land;true;plains;1
400;232;87;213;land;false;plains;1
401;186;241;150;land;false;plains;1
402;238;180;163;land;false;jungle;1
403;205;199;102;land;true;jungle;1
404;248;234;194;land;true;plains;1
405;183;184;142;land;false;mountain;1
406;244;66;253;land;true;forest;1
407;188;160;211;land;false;plains;1
408;219;233;236;land;false;plains;1
409;225;90;226;land;true;urban;1
